product_ndc,brand_name,generic_name,labeler_name,product_type,dosage_form,route,marketing_category,marketing_start_date,marketing_end_date,active_ingredients,pharm_class,dea_schedule,finished,listing_expiration_date
0280-2110,Bayer Aspirin Regimen enteric coated,Aspirin,Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, COATED",ORAL,OTC MONOGRAPH DRUG,20150111,,ASPIRIN (325 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC],,True,20261231
0280-1200,Aleve PM,DIPHENHYDRAMINE HYDROCHLORIDE and NAPROXEN SODIUM,Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, FILM COATED",ORAL,NDA,20140909,,DIPHENHYDRAMINE HYDROCHLORIDE (25 mg/1); NAPROXEN SODIUM (220 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC]; Nonsteroidal Anti-inflammatory Drug [EPC],,True,20261231
0280-0068,Alka-Seltzer Plus Severe Cold Night PowerFast Fizz,"aspirin, doxylamine succinate, dextromethorphan hydrobromide, phenylephrine bitartrate",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20210712,,ASPIRIN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); DOXYLAMINE SUCCINATE (6.25 mg/1); PHENYLEPHRINE BITARTRATE (7.8 mg/1),Adrenergic alpha1-Agonists [MoA]; Anti-Inflammatory Agents; Non-Steroidal [CS]; Antihistamine [EPC]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Histamine Receptor Antagonists [MoA]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA]; alpha-1 Adrenergic Agonist [EPC],,True,20271231
0280-0114,Aleve Caplets,NAPROXEN SODIUM,Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,NDA,20230404,,NAPROXEN SODIUM (220 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Nonsteroidal Anti-inflammatory Drug [EPC],,True,20271231
0280-0025,Alka-Seltzer Plus Severe Cold PowerFast Fizz,"aspirin, dextromethorphan hydrobromide, phenylephrine bitartrate, doxylamine succinate",Bayer HealthCare LLC.,HUMAN OTC DRUG,KIT,ORAL,OTC MONOGRAPH DRUG,20200401,,,,,True,20261231
11523-7341,MiraLAX,Polyethylene Glycol 3350,Bayer HealthCare LLC.,HUMAN OTC DRUG,"POWDER, FOR SOLUTION",ORAL,NDA,20070201,,POLYETHYLENE GLYCOL 3350 (17 g/17g),Osmotic Activity [MoA]; Osmotic Laxative [EPC]; Stimulation Large Intestine Fluid/Electrolyte Secretion [PE],,True,20271231
11523-0158,Lotrimin Ultra Ringworm,Butenafine hydrochloride,Bayer Healthcare LLC.,HUMAN OTC DRUG,CREAM,TOPICAL,NDA,20240102,,BUTENAFINE HYDROCHLORIDE (1 g/100g),Benzylamine Antifungal [EPC]; Benzylamines [CS],,True,20261231
11523-4331,Claritin,Loratadine,Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, CHEWABLE",ORAL,NDA,20060823,,LORATADINE (5 mg/1),,,True,20261231
11523-0034,Afrin NoDrip Allergy Sinus Night,oxymetazoline hydrochloride,Bayer HealthCare LLC.,HUMAN OTC DRUG,SPRAY,NASAL,OTC MONOGRAPH DRUG,20201109,,OXYMETAZOLINE HYDROCHLORIDE (.5 mg/mL),Imidazolines [CS]; Increased Sympathetic Activity [PE]; Vasoconstriction [PE]; Vasoconstrictor [EPC],,True,20261231
0280-2150,Bayer Back and Body Extra Strength,"Aspirin,Caffeine",Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,OTC MONOGRAPH DRUG,20150112,,ASPIRIN (500 mg/1); CAFFEINE (35.5 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Central Nervous System Stimulant [EPC]; Central Nervous System Stimulation [PE]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Methylxanthine [EPC]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; Xanthines [CS],,True,20261231
0280-8267,ALKA SELTZER COLD Cold and Cough Maximum Strength Fast Dissolve,"aspirin, chlorpheniramine maleate, dextromethorphan hydrobromide, phenylephrine bitartrate",Bayer Healthcare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20260601,,ASPIRIN (325 mg/1); CHLORPHENIRAMINE MALEATE (2 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); PHENYLEPHRINE BITARTRATE (7.8 mg/1),Adrenergic alpha1-Agonists [MoA]; Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA]; alpha-1 Adrenergic Agonist [EPC],,True,20271231
0280-1400,Alka-Seltzer Plus Cold Medicine Sparkling Original,"ASPIRIN, CHLORPHENIRAMINE MALEATE, and PHENYLEPHRINE BITARTRATE",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20080410,,ASPIRIN (325 mg/1); CHLORPHENIRAMINE MALEATE (2 mg/1); PHENYLEPHRINE BITARTRATE (7.8 mg/1),Adrenergic alpha1-Agonists [MoA]; Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; alpha-1 Adrenergic Agonist [EPC],,True,20261231
0280-0069,Alka-Seltzer Plus Severe Cold PowerFast Fizz Day and Night,"aspirin, dextromethorphan hydrobromide, phenylephrine bitartrate",Bayer HealthCare LLC.,HUMAN OTC DRUG,KIT,ORAL,OTC MONOGRAPH DRUG,20210805,,,,,True,20261231
0280-0115,Aleve Caplets Soft Grip Arthritis,NAPROXEN SODIUM,Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,NDA,20230404,,NAPROXEN SODIUM (220 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Nonsteroidal Anti-inflammatory Drug [EPC],,True,20271231
0280-0030,PHILLIPS ORIGINAL MILK OF MAGNESIA,PHILLIPS ORIGINAL MILK OF MAGNESIA,Bayer HealthCare LLC.,HUMAN OTC DRUG,LIQUID,ORAL,OTC MONOGRAPH DRUG,20141216,,MAGNESIUM HYDROXIDE (1200 mg/15mL),Calculi Dissolution Agent [EPC]; Increased Large Intestinal Motility [PE]; Inhibition Large Intestine Fluid/Electrolyte Absorption [PE]; Inhibition Small Intestine Fluid/Electrolyte Absorption [PE]; Magnesium Ion Exchange Activity [MoA]; Osmotic Activity [MoA]; Osmotic Laxative [EPC]; Stimulation Large Intestine Fluid/Electrolyte Secretion [PE],,True,20261231
0026-3828,Kovaltry,Antihemophilic Factor (Recombinant),Bayer HealthCare LLC,PLASMA DERIVATIVE,KIT,,BLA,20160317,,,,,True,20271231
11523-7158,Coricidin HBP Chest Congestion And Cough,Dextromethorphan hydrobromide and Guaifenesin,Bayer HealthCare LLC.,HUMAN OTC DRUG,"CAPSULE, GELATIN COATED",ORAL,OTC MONOGRAPH DRUG,20000831,,DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); GUAIFENESIN (200 mg/1),Decreased Respiratory Secretion Viscosity [PE]; Expectorant [EPC]; Increased Respiratory Secretions [PE]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA],,True,20261231
50419-758,Cipro,ciprofloxacin hydrochloride,Bayer HealthCare Pharmaceuticals Inc.,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,19871022,,CIPROFLOXACIN HYDROCHLORIDE (250 mg/1),Cytochrome P450 1A2 Inhibitors [MoA]; Fluoroquinolone Antibacterial [EPC]; Fluoroquinolones [CS],,True,20271231
11523-0133,Lotrimin AF Jock Itch,Miconazole nitrate,Bayer Healthcare LLC.,HUMAN OTC DRUG,"AEROSOL, POWDER",TOPICAL,OTC MONOGRAPH DRUG,20231129,,MICONAZOLE NITRATE (20 mg/g),Azole Antifungal [EPC]; Azoles [CS],,True,20261231
11523-1783,Afrin No Drip Extra Moisturizing,Oxymetazoline hydrochloride,Bayer HealthCare LLC.,HUMAN OTC DRUG,"SPRAY, METERED",NASAL,OTC MONOGRAPH DRUG,20000831,,OXYMETAZOLINE HYDROCHLORIDE (.05 g/100mL),Imidazolines [CS]; Increased Sympathetic Activity [PE]; Vasoconstriction [PE]; Vasoconstrictor [EPC],,True,20261231
50419-773,Cipro,ciprofloxacin,Bayer HealthCare Pharmaceuticals Inc.,HUMAN PRESCRIPTION DRUG,KIT,,NDA,19970926,,,,,True,20271231
0280-8283,ALKA SELTZER COLD Cold and Sinus Maximum Strength Day Night Fast Gels,"Acetaminophen, Dextromethorphan hydrobromide, Phenylephrine hydrochloride, Doxylamine succinate",Bayer HealthCare LLC.,HUMAN OTC DRUG,KIT,,OTC MONOGRAPH DRUG,20260601,,,,,True,20271231
0280-1640,Alka-Seltzer Plus Maximum Strength Night Cold and Flu PowerMax Gels,"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate, phenylephrine hydrochloride",Bayer HealthCare LLC.,HUMAN OTC DRUG,"CAPSULE, LIQUID FILLED",ORAL,OTC MONOGRAPH DRUG,20180702,,ACETAMINOPHEN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); DOXYLAMINE SUCCINATE (6.25 mg/1); PHENYLEPHRINE HYDROCHLORIDE (5 mg/1),Adrenergic alpha1-Agonists [MoA]; Antihistamine [EPC]; Histamine Receptor Antagonists [MoA]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA]; alpha-1 Adrenergic Agonist [EPC],,True,20261231
0280-8005,Midol Complete,"ACETAMINOPHEN, CAFFEINE, and PYRILAMINE MALEATE",Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,OTC MONOGRAPH DRUG,20140210,,ACETAMINOPHEN (500 mg/1); CAFFEINE (60 mg/1); PYRILAMINE MALEATE (15 mg/1),Central Nervous System Stimulant [EPC]; Central Nervous System Stimulation [PE]; Methylxanthine [EPC]; Xanthines [CS],,True,20261231
50419-777,Cipro,ciprofloxacin,Bayer HealthCare Pharmaceuticals Inc.,HUMAN PRESCRIPTION DRUG,KIT,,NDA,19970926,,,,,True,20271231
0280-0059,Alka-Seltzer Ultra Strength Heartburn ReliefChews Strawberry and Orange,Calcium Carbonate,Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, CHEWABLE",ORAL,OTC MONOGRAPH DRUG,20190303,,CALCIUM CARBONATE (1000 mg/1),Blood Coagulation Factor [EPC]; Calcium [CS]; Cations; Divalent [CS]; Increased Coagulation Factor Activity [PE]; Phosphate Binder [EPC]; Phosphate Chelating Activity [MoA],,True,20261231
0280-0099,Alka-Seltzer Plus Cold Day and Night PowerMax gels,"Acetaminophen, Dextromethorphan hydrobromide, Phenylephrine bitartrate, Doxylamine succinate",Bayer HealthCare LLC.,HUMAN OTC DRUG,KIT,ORAL,OTC MONOGRAPH DRUG,20180701,,,,,True,20261231
0280-0245,Alka-Seltzer Ultra Strength Heartburn ReliefChews,Calcium carbonate,Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, CHEWABLE",ORAL,OTC MONOGRAPH DRUG,20170301,,CALCIUM CARBONATE (1000 mg/1),Blood Coagulation Factor [EPC]; Calcium [CS]; Cations; Divalent [CS]; Increased Coagulation Factor Activity [PE]; Phosphate Binder [EPC]; Phosphate Chelating Activity [MoA],,True,20261231
50419-542,,Finerenone,Bayer HealthCare Pharmaceuticals Inc.,DRUG FOR FURTHER PROCESSING,TABLET,,DRUG FOR FURTHER PROCESSING,20250713,,FINERENONE (40 mg/1),,,False,20261231
11523-0159,MiraFAST soft chews,Magnesium Hydroxide,Bayer HealthCare LLC.,HUMAN OTC DRUG,"BAR, CHEWABLE",ORAL,OTC MONOGRAPH DRUG,20250217,,MAGNESIUM HYDROXIDE (1200 mg/1),Calculi Dissolution Agent [EPC]; Increased Large Intestinal Motility [PE]; Inhibition Large Intestine Fluid/Electrolyte Absorption [PE]; Inhibition Small Intestine Fluid/Electrolyte Absorption [PE]; Magnesium Ion Exchange Activity [MoA]; Osmotic Activity [MoA]; Osmotic Laxative [EPC]; Stimulation Large Intestine Fluid/Electrolyte Secretion [PE],,True,20261231
11523-4332,Claritin-D 24 Hour,Loratadine and pseudoephedrine sulfate,Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EXTENDED RELEASE",ORAL,NDA,20091201,,LORATADINE (10 mg/1); PSEUDOEPHEDRINE SULFATE (240 mg/1),Adrenergic alpha-Agonists [MoA]; alpha-Adrenergic Agonist [EPC],,True,20261231
11523-0038,Coricidin HBP Maximum Strength Multi Symptom Flu,"Acetaminophen, Chlorpheniramine maleate, Dextromethorphan hydrobromide",Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,OTC MONOGRAPH DRUG,20200701,,ACETAMINOPHEN (325 mg/1); CHLORPHENIRAMINE MALEATE (2 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1),Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA],,True,20261231
0280-4000,Alka-Seltzer Original,"ANHYDROUS CITRIC ACID, ASPIRIN, and SODIUM BICARBONATE",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20100302,,ANHYDROUS CITRIC ACID (1000 mg/1); ASPIRIN (325 mg/1); SODIUM BICARBONATE (1916 mg/1),Acidifying Activity [MoA]; Alkalinizing Activity [MoA]; Anti-Inflammatory Agents; Non-Steroidal [CS]; Anti-coagulant [EPC]; Calcium Chelating Activity [MoA]; Calculi Dissolution Agent [EPC]; Cyclooxygenase Inhibitors [MoA]; Decreased Coagulation Factor Activity [PE]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC],,True,20261231
0280-8268,ALKA SELTZER COLD Cold Flu and Congestion Severe Fast Dissolve,"chlorpheniramine maleate, acetaminophen, phenylephrine hydrochloride, dextromethorphan hydrobromide",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20260601,,ACETAMINOPHEN (250 mg/1); CHLORPHENIRAMINE MALEATE (2 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); PHENYLEPHRINE HYDROCHLORIDE (5 mg/1),Adrenergic alpha1-Agonists [MoA]; Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA]; alpha-1 Adrenergic Agonist [EPC],,True,20271231
0280-1510,Alka-Seltzer Plus Cold Orange Zest,"Aspirin, Chlorpheniramine Maleate, Phenylephrine bitartrate",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20170715,,ASPIRIN (325 mg/1); CHLORPHENIRAMINE MALEATE (2 mg/1); PHENYLEPHRINE BITARTRATE (7.8 mg/1),Adrenergic alpha1-Agonists [MoA]; Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; alpha-1 Adrenergic Agonist [EPC],,True,20261231
0280-0070,Midol Bloat Relief,pamabrom,Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,OTC MONOGRAPH DRUG,20210428,,PAMABROM (50 mg/1),,,True,20261231
0280-0121,Alka-Seltzer Plus Severe Cold Night PowerFast Fizz,"aspirin, chlorpheniramine maleate, dextromethorphan hydrobromide, phenylephrine bitartrate",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20230524,,ASPIRIN (325 mg/1); CHLORPHENIRAMINE MALEATE (2 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); PHENYLEPHRINE BITARTRATE (7.8 mg/1),Adrenergic alpha1-Agonists [MoA]; Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA]; alpha-1 Adrenergic Agonist [EPC],,True,20261231
0280-0031,PHILLIPS FRESH MINT MILK OF MAGNESIA,PHILLIPS FRESH MINT MILK OF MAGNESIA,Bayer HealthCare LLC.,HUMAN OTC DRUG,LIQUID,ORAL,OTC MONOGRAPH DRUG,20141216,,MAGNESIUM HYDROXIDE (1200 mg/15mL),Calculi Dissolution Agent [EPC]; Increased Large Intestinal Motility [PE]; Inhibition Large Intestine Fluid/Electrolyte Absorption [PE]; Inhibition Small Intestine Fluid/Electrolyte Absorption [PE]; Magnesium Ion Exchange Activity [MoA]; Osmotic Activity [MoA]; Osmotic Laxative [EPC]; Stimulation Large Intestine Fluid/Electrolyte Secretion [PE],,True,20261231
11523-4338,Lotrimin Ultra Athletes Foot,Butenafine hydrochloride,Bayer Healthcare LLC.,HUMAN OTC DRUG,CREAM,TOPICAL,NDA,20020222,,BUTENAFINE HYDROCHLORIDE (1 g/100g),Benzylamine Antifungal [EPC]; Benzylamines [CS],,True,20261231
11523-0073,Afrin Allergy Sinus Nasal,oxymetazoline hydrochloride,Bayer HealthCare LLC.,HUMAN OTC DRUG,SPRAY,NASAL,OTC MONOGRAPH DRUG,20160826,,OXYMETAZOLINE HYDROCHLORIDE (.5 g/100mL),Imidazolines [CS]; Increased Sympathetic Activity [PE]; Vasoconstriction [PE]; Vasoconstrictor [EPC],,True,20261231
11523-0165,Tinactin,Tolnaftate,Bayer HealthCare LLC,HUMAN OTC DRUG,"AEROSOL, SPRAY",TOPICAL,OTC MONOGRAPH DRUG,19930923,,TOLNAFTATE (10 mg/g),,,True,20261231
0280-4100,Alka-Seltzer Gold,Alka-Seltzer Gold,Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20141119,,CITRIC ACID MONOHYDRATE (1000 mg/1); POTASSIUM BICARBONATE (344 mg/1); SODIUM BICARBONATE (1050 mg/1),Acidifying Activity [MoA]; Anti-coagulant [EPC]; Calcium Chelating Activity [MoA]; Calculi Dissolution Agent [EPC]; Decreased Coagulation Factor Activity [PE]; Increased Large Intestinal Motility [PE]; Increased Large Intestinal Motility [PE]; Inhibition Large Intestine Fluid/Electrolyte Absorption [PE]; Inhibition Large Intestine Fluid/Electrolyte Absorption [PE]; Osmotic Activity [MoA]; Osmotic Activity [MoA]; Osmotic Laxative [EPC]; Osmotic Laxative [EPC]; Potassium Compounds [CS]; Potassium Salt [EPC],,True,20261231
0280-8269,ALKA SELTZER COLD Cold and Flu Severe Fast Chewables,"chlorpheniramine maleate, acetaminophen, dextromethorphan hydrobromide",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, CHEWABLE",ORAL,OTC MONOGRAPH DRUG,20260601,,ACETAMINOPHEN (162.5 mg/1); CHLORPHENIRAMINE MALEATE (2 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (5 mg/1),Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA],,True,20271231
0280-1520,Alka-Seltzer Plus Cold Sparkling Original,"Aspirin, Chlorpheniramine maleate, Phenylephrine bitartrate",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20170703,,ASPIRIN (325 mg/1); CHLORPHENIRAMINE MALEATE (2 mg/1); PHENYLEPHRINE BITARTRATE (7.8 mg/1),Adrenergic alpha1-Agonists [MoA]; Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; alpha-1 Adrenergic Agonist [EPC],,True,20261231
0280-0125,Alka-Seltzer Plus Maximum Strength Day and Night Cold and Flu PowerMax Gels,"Acetaminophen, Dextromethorphan hydrobromide, Phenylephrine hydrochloride, Doxylamine succinate",Bayer HealthCare LLC.,HUMAN OTC DRUG,KIT,,OTC MONOGRAPH DRUG,20180702,,,,,True,20261231
0280-0032,Phillips Milk Of Magnesia Wild Cherry,Phillips Milk Of Magnesia Wild Cherry,Bayer HealthCare LLC.,HUMAN OTC DRUG,LIQUID,ORAL,OTC MONOGRAPH DRUG,20141217,,MAGNESIUM HYDROXIDE (1200 mg/15mL),Calculi Dissolution Agent [EPC]; Increased Large Intestinal Motility [PE]; Inhibition Large Intestine Fluid/Electrolyte Absorption [PE]; Inhibition Small Intestine Fluid/Electrolyte Absorption [PE]; Magnesium Ion Exchange Activity [MoA]; Osmotic Activity [MoA]; Osmotic Laxative [EPC]; Stimulation Large Intestine Fluid/Electrolyte Secretion [PE],,True,20261231
0280-0078,Midol Complete Caffeine Free,"ACETAMINOPHEN, CAFFEINE, and PYRILAMINE MALEATE",Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,OTC MONOGRAPH DRUG,20210129,,ACETAMINOPHEN (500 mg/1); PAMABROM (25 mg/1); PYRILAMINE MALEATE (15 mg/1),,,True,20261231
11523-4339,Lotrimin Ultra Jock Itch,Butenafine hydrochloride,Bayer Healthcare LLC.,HUMAN OTC DRUG,CREAM,TOPICAL,NDA,20020222,,BUTENAFINE HYDROCHLORIDE (1 g/100g),Benzylamine Antifungal [EPC]; Benzylamines [CS],,True,20261231
11523-0082,Lotrimin Ultra,Butenafine hydrochloride,Bayer Healthcare LLC.,HUMAN OTC DRUG,CREAM,TOPICAL,NDA,20211220,,BUTENAFINE HYDROCHLORIDE (1 g/100g),Benzylamine Antifungal [EPC]; Benzylamines [CS],,True,20261231
11523-0800,Claritin,loratadine,Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,ANDA,20201201,,LORATADINE (10 mg/1),,,True,20261231
0280-8270,ALKA SELTZER COLD Cold and Headache Maximum Strength Fast Dissolve,"aspirin, chlorpheniramine maleate, phenylephrine bitartrate",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20260601,,ASPIRIN (325 mg/1); CHLORPHENIRAMINE MALEATE (2 mg/1); PHENYLEPHRINE BITARTRATE (7.8 mg/1),Adrenergic alpha1-Agonists [MoA]; Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; alpha-1 Adrenergic Agonist [EPC],,True,20271231
0280-1545,Alka-Seltzer Plus Cold Night,"Aspirin, Dextromethorphan hydrobromide, Doxylamine succinate, Phenylephrine bitartrate",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20180914,,ASPIRIN (500 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); DOXYLAMINE SUCCINATE (6.25 mg/1); PHENYLEPHRINE BITARTRATE (7.8 mg/1),Adrenergic alpha1-Agonists [MoA]; Anti-Inflammatory Agents; Non-Steroidal [CS]; Antihistamine [EPC]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Histamine Receptor Antagonists [MoA]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA]; alpha-1 Adrenergic Agonist [EPC],,True,20261231
0280-6000,Aleve Caplets,NAPROXEN SODIUM,Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,NDA,20140226,,NAPROXEN SODIUM (220 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Nonsteroidal Anti-inflammatory Drug [EPC],,True,20261231
0280-0130,Aleve Caplets Easy Open Arthritis,NAPROXEN SODIUM,Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,NDA,20230404,,NAPROXEN SODIUM (220 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Nonsteroidal Anti-inflammatory Drug [EPC],,True,20271231
